date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:45	85/85	---MCZ	200	added ('OK')	text/plain	etag:W/%2207ecc4682c0fad65e8153fdde1545a9c%22	https://proofofmemes.io/robots.txt		(from )
11:29:46	149583/149583	---MCZ	200	added ('OK')	text/html	etag:W/%22446f2fe117018f1b0ddeed53da397066%22	https://proofofmemes.io/	C:/Users/Diego/Desktop/Robo%20webzittt/memes/proofofmemes.io/index.html	(from )
11:29:46	204735/204735	---MCZ	200	added ('OK')	text/css	etag:W/%2235943a426080fe1a5ff98b202b133fc8%22	https://proofofmemes.io/_astro-1707145428600/_slug_.zySgga-T.css	C:/Users/Diego/Desktop/Robo%20webzittt/memes/proofofmemes.io/_astro-1707145428600/_slug_.zySgga-T.css	(from https://proofofmemes.io/)
11:29:46	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e7308e-1b7c%22	https://proofofmemes.io/t	C:/Users/Diego/Desktop/Robo%20webzittt/memes/proofofmemes.io/t	(from https://proofofmemes.io/)
11:29:47	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e7308e-1b7c%22	https://proofofmemes.io/%22http://raydium.io/%22>raydium.io</a></u></span><span	C:/Users/Diego/Desktop/Robo%20webzittt/memes/proofofmemes.io/_http_/raydium.io/__raydium.io_/a__/u__/span__span	(from https://proofofmemes.io/)
11:29:47	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e7308e-1b7c%22	https://proofofmemes.io/%22http://raydium.io//%22>in	C:/Users/Diego/Desktop/Robo%20webzittt/memes/proofofmemes.io/_http_/raydium.io/__in	(from https://proofofmemes.io/)
11:29:47	7036/7036	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2265e7308e-1b7c%22	https://proofofmemes.io/%22http://phantom.app//%22>phantom.app</a></u></span></h3>%22],%22desktop%22:[0,{%22top%22:[0,4224],%22left%22:[0,635],%22width%22:[0,589],%22height%22:[0,70]}],%22settings%22:[0,{%22styles%22:[0,{%22text%22:[0,%22left%22],%22align%22:[0,%22flex-start%22],%22justify%22:[0,%22flex-start%22],%22m-element-margin%22:[0,%220	C:/Users/Diego/Desktop/Robo%20webzittt/memes/proofofmemes.io/_http_/phantom.app/__phantom.app_/a__/u__/span__/h3__],_desktop__[0,{_top__[0,4224],_left__[0,635],_width__[0,589],_height__[0,70]}],_settings__[0,{_styles__[0,{_text__[0,_left_	(from https://proofofmemes.io/)
11:29:49	994821/994821	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Feb%202024%2011:12:50%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=1920,fit=crop/A1areJjb7KHW4k6J/website-bg-Yle5n46OOySpy46e.png	C:/Users/Diego/Desktop/Robo%20webzittt/memes/assets.zyrosite.com/cdn-cgi/image/format=auto,w=1920,fit=crop/A1areJjb7KHW4k6J/website-bg-Yle5n46OOySpy46e.png	(from https://proofofmemes.io/)
11:29:49	3307/3307	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Feb%202024%2005:54:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=157,h=105,fit=crop/A1areJjb7KHW4k6J/sol_king-AzGDO7E6Eocx14pd.png	C:/Users/Diego/Desktop/Robo%20webzittt/memes/assets.zyrosite.com/cdn-cgi/image/format=auto,w=157,h=105,fit=crop/A1areJjb7KHW4k6J/sol_king-AzGDO7E6Eocx14pd.png	(from https://proofofmemes.io/)
11:29:49	6417/6417	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Feb%202024%2005:54:31%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/A1areJjb7KHW4k6J/sol_king-AzGDO7E6Eocx14pd.png	C:/Users/Diego/Desktop/Robo%20webzittt/memes/assets.zyrosite.com/cdn-cgi/image/format=auto,w=328,h=320,fit=crop/A1areJjb7KHW4k6J/sol_king-AzGDO7E6Eocx14pd.png	(from https://proofofmemes.io/)
